ORD,DFW,LAX,ATL,DEN,SFO,IAH,PHX,LAS,SEA,BOS,LGA,JFK,MSP,EWR,DTW,MCO,CLT,BWI,PHL,SLC,MIA,SAN,MDW,DCA,FLL,DAL,HOU,TPA,BNA,STL,PDX,OAK,AUS,CLE,SMF,SJC,SNA,MCI,IAD
401,-15,-12,3,8,17,-7,44,19,285,12,42,66,0,0,-9,-2,46,3,8,0,10,28,40,8,55,-19,1,19,-9,-8,23,-13,47,-5,5,23,-2,-15,-10
-3,162,192,3,25,19,-16,-18,-1,-7,8,-16,25,-9,21,66,51,-2,273,47,65,1,-17,-19,57,-8,-11,47,12,33,-8,-13,-5,-18,81,6,14,-19,-10,-8
-7,-17,-15,-20,4,-13,-5,-16,31,0,11,13,-7,25,2,1,-19,-12,7,-14,-14,2355,-11,30,-2,44,6,208,-20,26,-19,8,-10,48,-11,99,2350,19,-2,-14
-13,-20,-20,-2,-4,-3,-14,-1,-8,233,-11,-8,-4,-1,13,16,151,-20,7,33,-18,-12,-15,2,-10,6,62,-14,-15,-14,10,-7,-16,-9,-15,24,-19,-6,-3,-6
353,-10,-19,-2,-6,66,-20,3,0,-3,16,4,16,-12,-5,8,-18,-10,-9,13,21,-16,-7,29,-18,386,-20,19,-15,12,-20,96,9,9,-12,8,-20,17,-18,112
-17,2,101,152,-1,-1,78,-4,17,-15,-18,39,95,17,0,-18,59,29,42,27,-11,-3,-10,-7,9,133,-12,6,72,5,-11,-16,-4,127,-1,-18,13,77,-6,-8
-20,5,2,-4,-2,54,28,4,-17,1,0,33,0,-15,-6,-2,-6,-8,-14,64,148,-10,7,-8,2,-5,-2,-15,354,275,-19,-13,76,660,-18,-8,21,18,-17,-16
31,47,-9,-14,187,13,-18,-16,-11,-8,-3,-7,-10,-20,34,-16,-20,36,14,-12,42,-20,6,-13,-10,26,-16,-15,76,-16,-19,-11,-11,-16,-16,-14,105,0,21,-9
19,-9,65,-20,5,40,16,-14,-2,112,0,37,-8,3,22,-7,-7,-4,-13,-5,8,-20,-12,14,14,-15,32,-20,-17,-18,-13,-18,166,-6,8,7,-10,99,-18,-15
162,43,-18,26,3,-7,38,-18,-5,-5,44,16,-9,-12,46,-10,-16,-2,56,23,-17,-15,-5,39,1,-6,5,25,46,-8,2342,-17,22,-13,29,-6,-10,-19,12,-17
-10,-15,-15,-18,27,115,-16,-9,-10,159,58,4,-6,-16,353,85,-14,-7,58,224,2348,70,-11,38,13,-11,95,-6,-5,7,10,-10,-13,-16,-7,-19,157,8,-19,163
6,6,205,-18,88,-2,-19,-11,-5,-16,103,8,166,-2,-18,-15,14,-2,2340,67,-20,-20,-13,27,-15,0,13,-13,151,4,97,2,-9,45,-15,35,343,-9,13,-19
-8,-10,-6,45,-17,16,-18,-9,-10,215,-13,11,14,-15,-10,-6,13,-11,-3,78,-14,-4,0,13,15,-4,-4,46,-12,20,-17,60,-13,-8,-17,120,8,6,37,-6
-20,22,3,-20,-1,-4,-8,-8,-16,-12,40,1,38,-6,-16,54,-18,42,13,-12,-19,15,-10,-8,-19,2341,-18,-13,483,7,31,2348,-20,-6,-10,-17,83,6,91,56
-20,144,-1,5,18,37,-19,196,-13,-1,-8,41,20,-7,-12,-2,40,-4,91,24,-1,-15,-8,-12,79,21,-18,-12,-12,-6,-15,-2,19,99,-14,-15,56,-11,2343,103
-19,-18,15,-16,-4,-17,-6,4,-20,85,21,9,-12,2,15,-5,53,-11,46,61,-9,-17,-19,38,61,22,-16,18,-6,-16,-6,-7,-19,-18,76,21,-8,55,-19,-11
-17,145,52,51,-14,82,46,-18,35,105,1,8,-16,3,-10,-13,6,-19,118,-20,-2,-12,12,-13,2351,36,-13,-18,-8,125,11,-14,13,12,61,-19,2344,-20,18,-20
16,-16,-8,-14,59,9,-3,8,-10,40,-20,15,0,-19,-15,17,-6,4,-20,-1,-4,97,3,-19,180,-9,31,65,29,241,74,-2,-14,-9,-14,-11,4,-9,18,-16
-10,-5,30,-10,-10,101,-7,-17,-17,51,10,16,27,-13,-16,35,-7,23,56,221,-14,123,33,-15,-9,34,10,2350,-2,-19,23,4,-8,228,125,-16,-14,2,11,640
58,-9,91,-12,20,13,-15,-13,25,0,-3,22,41,-14,17,5,23,8,65,153,-3,2341,-1,-13,-11,-19,-19,3,-8,71,56,-17,185,-12,12,-20,-14,20,-20,24
27,2,71,2341,-19,-2,2,11,715,19,3,94,-20,-10,-18,30,-12,-14,-2,77,8,94,-11,-11,54,3,-7,-10,-14,21,159,4,113,-9,62,-14,-13,-4,-9,-15
-16,223,-20,19,8,5,-10,-17,0,-20,7,58,-10,7,0,69,3,3,25,13,-15,17,3,-18,38,52,-3,32,-17,40,-15,-12,166,-5,0,-15,5,-3,5,-18
-18,-19,-14,-10,21,0,-15,-4,-12,-17,7,-5,33,9,-1,-10,-12,-2,-12,17,-14,31,-4,-16,12,26,-6,-8,11,52,70,-13,-16,-9,3,-19,13,-20,-17,42
5,-11,134,3,50,28,-14,-18,6,44,-16,-20,-12,111,20,98,-16,23,1,95,7,-17,25,-15,12,-9,2,26,-4,2342,-4,-8,206,22,-5,-7,-15,-19,1,-17
97,176,-7,-16,-2,1,-8,-18,-15,1,-11,18,50,-5,18,-16,15,65,136,118,-3,36,-5,122,69,-4,-7,-11,-7,2340,-1,283,49,-15,136,4,-16,-20,30,-20
-13,-19,-19,-5,-11,-20,-18,2,-15,-5,-4,14,-14,488,-10,-17,14,-18,1,94,-15,-16,-12,-3,3,2345,-2,5,87,-16,5,-15,-14,65,109,-5,9,-3,408,4
-4,1,-5,10,170,-18,2,14,9,62,-18,-15,-5,-8,-4,-2,7,2347,28,-5,2346,-16,8,-8,53,47,28,147,-20,16,17,-11,-19,42,-20,-20,31,48,161,-20
40,14,13,-3,120,-15,-10,-7,123,-19,-10,-10,2346,24,44,12,-15,10,-6,3,-4,-20,-18,2341,-8,-16,-9,2348,20,-17,-13,-4,-17,-14,88,-16,-11,-10,-7,175
49,-16,71,60,81,25,-17,15,7,67,-8,62,2353,-19,22,69,-12,5,-16,116,30,-16,24,-8,-3,-7,-19,2341,75,-4,-15,70,2,-19,74,2,-19,66,3,-7
24,16,-20,-6,58,86,14,-17,-20,0,-13,-14,5,11,-6,-2,35,-5,-11,68,-18,-18,-8,84,0,15,12,-15,-8,43,-20,-15,29,-19,154,-13,41,-6,-18,-9
254,-7,-18,-11,-7,12,-9,-20,93,70,-4,-8,1,9,46,57,4,-7,-8,51,5,-20,-10,-7,43,165,-19,3,0,-10,-11,9,-16,33,-12,41,-12,-7,30,-19
-13,4,15,-8,27,70,-11,31,-8,-18,-5,-9,-4,38,31,12,11,17,-18,7,5,7,59,-20,80,-16,99,-18,-2,63,-1,-4,121,63,-14,-19,1,80,-19,-20
4,64,-1,-20,-13,34,-14,47,-20,13,-12,72,-14,-11,-17,-7,2344,-9,-5,108,-15,-13,-14,-19,18,-20,-16,2,-12,31,15,-14,43,-16,8,310,-20,-18,47,-5
-18,-14,-19,49,-15,63,-3,-8,291,10,21,451,14,-4,160,-3,2340,-6,-10,45,2343,-20,-18,39,-6,26,27,-16,-16,37,1,2341,-20,44,-17,-5,-13,91,0,-18
44,-19,45,10,-20,16,-19,103,236,2,-10,207,-7,3,4,177,66,19,-15,29,5,-19,377,42,33,-12,-5,2347,-15,-16,55,3,12,2340,-13,-10,-20,82,-2,-5
26,2,15,-20,-6,70,3,21,204,-8,-12,18,-6,13,-8,126,-1,-13,-10,83,16,107,16,-6,84,21,-9,-15,7,124,-6,15,-18,-6,38,-11,15,109,-18,-7
84,177,-20,-11,1,125,-5,2,190,-18,-13,39,28,7,-13,9,-9,7,-17,82,-17,-17,-17,-19,75,60,-4,15,40,83,0,-11,-12,-10,-20,-18,-7,77,31,26
-11,53,-19,-18,-10,-10,-3,-16,-6,52,-2,23,2,-16,59,24,-3,-17,39,20,26,4,-2,0,116,12,-19,11,-8,2340,-1,-16,173,-19,-17,-14,-17,22,47,9
150,-12,-12,15,-7,9,-17,10,-17,16,324,83,-20,-15,201,-7,0,-11,-14,37,-20,2,0,-15,-12,-13,-18,33,25,20,-16,35,-16,-9,53,0,-4,-15,51,12
-7,106,-18,-19,-6,12,-18,-17,22,-7,-15,99,287,38,-16,150,-20,-18,-14,43,-12,-15,-8,41,-16,23,-18,12,-12,11,-3,2340,-18,-18,-13,-15,-16,-13,83,42
-11,2346,13,-10,-19,-16,-20,18,95,-19,-6,470,58,20,-9,118,-6,32,16,141,-18,29,-12,-18,2357,2352,-10,-13,45,-14,-13,16,-8,-3,112,-16,-12,3,27,-18
8,11,47,0,5,57,-16,12,-4,177,24,188,22,-7,-5,25,-11,-19,201,178,150,40,53,-20,-14,47,2343,7,-17,-2,-6,-11,-6,-14,-19,18,0,-20,8,-20
4,-5,-6,-9,-15,-20,-6,-1,-16,30,37,60,109,-12,-20,14,22,-20,-15,45,-2,-18,-1,9,-20,-18,20,2358,1,-18,46,4,-17,52,230,0,-16,9,42,-19
17,20,22,30,-10,14,5,-8,-16,17,-20,36,-6,3,-20,11,-7,31,7,123,-3,25,-20,-9,-16,-5,-11,-18,-16,-18,265,-8,-4,-16,68,-8,74,-18,10,-18
124,-19,50,40,-18,13,-14,200,18,85,-8,203,-4,55,-5,125,-9,-17,-8,48,113,-1,36,2341,-13,114,-2,-10,-7,-13,1,-6,-15,110,15,10,-15,-15,77,-12
43,-18,39,-16,-18,98,-19,-7,470,10,13,505,335,-18,27,-9,-8,39,2,26,2,-14,0,-15,-2,53,-12,-18,70,77,-20,-20,-17,-15,8,-10,-19,2343,-12,3
19,-9,82,-19,-11,1,-19,23,74,-17,-8,460,-7,163,-18,52,-8,6,-20,118,-16,13,22,-20,-13,8,52,45,-10,-20,-10,-13,2342,-20,-5,226,1329,59,-20,-16
12,45,-17,12,-17,20,1,3,-20,28,-15,664,126,-18,194,34,5,-18,145,-19,-12,6,51,-13,-1,40,-16,-8,-4,-13,-19,-15,-11,-16,-9,-13,-17,136,-18,-11
165,5,19,-13,-16,-20,-20,18,55,-19,-20,370,9,51,232,47,-18,-20,11,27,-8,-11,-20,-19,80,-4,73,-16,2,-18,2350,-15,-19,1088,26,16,-16,-10,-14,39
21,38,77,-1,3,166,-12,-6,-18,0,-18,203,-13,273,88,-19,55,-20,-20,2,1,1,52,-19,-17,-8,-2,-12,-10,130,-4,64,-20,-13,-9,5,-17,73,-18,9
-16,33,-17,-20,-3,-14,-11,-16,-15,55,141,198,4,-17,27,25,47,-15,-17,-20,17,-5,-4,2343,-6,-19,68,-17,-15,-3,108,184,7,7,-4,-4,-18,-1,9,-5
3,22,-15,-9,-5,50,2342,-8,-17,-17,-13,508,-18,-5,26,11,-15,-6,-4,2,111,-13,13,209,-18,-10,49,-16,-11,61,11,-5,-10,329,12,-4,108,21,10,-4
17,17,-1,18,-10,-6,5,8,-10,177,-2,-6,49,-6,114,-2,7,126,41,2344,52,-16,116,-15,288,-16,10,205,-14,21,-11,-3,-13,-20,-19,-12,-1,-17,68,-6
5,-16,-12,4,17,12,-15,33,-17,15,-2,53,65,17,46,11,-17,-5,-18,-14,-2,-16,-17,-14,50,-1,-3,1,39,62,15,59,21,-1,62,-8,85,6,15,2
103,40,144,-8,18,-16,-20,77,-20,-8,4,447,354,-7,7,28,12,-20,15,-16,-16,-14,-10,15,-13,-17,12,14,-18,140,-19,-16,-17,-18,-7,7,-10,3,4,163
-5,-17,40,-5,-15,-15,-15,-20,-20,-17,34,-11,26,32,218,31,7,0,31,1,11,-5,-20,-15,-16,41,-5,151,182,431,-20,-1,-14,-18,-7,105,2,9,14,35
121,-10,118,-7,-8,1,-2,-7,-10,-4,120,48,19,-5,-2,18,33,5,-20,53,-13,-19,28,-20,90,-18,11,71,154,-3,-19,-10,-9,73,-9,7,-14,-17,40,-18
55,-1,41,32,9,52,4,12,-14,-14,6,345,1,-18,2,-7,-4,2343,13,14,457,74,-15,-16,-6,-19,-18,-11,-13,23,9,309,-16,-10,750,-19,51,-15,-6,-16
65,-6,-19,-18,5,-6,-4,-20,-12,46,-16,52,-17,-12,16,-17,-13,16,126,2342,-20,159,339,6,5,8,19,2341,10,13,-1,-19,35,105,-16,-16,95,161,39,2
45,13,-13,0,-7,18,-15,-13,20,24,74,328,11,3,39,-17,-8,4,-20,-12,2343,-14,-16,3,-12,9,73,2349,37,-10,2,-18,-16,26,16,-19,61,-18,-17,171
-8,38,8,-10,-6,23,-8,-10,0,9,35,27,-2,-18,0,25,254,143,26,-4,-11,-13,-17,35,37,-16,13,-14,-16,24,-11,-11,-18,-16,2,-8,-18,259,-15,60
22,-11,-9,-9,-13,-4,-15,8,-19,7,42,5,9,-16,4,-4,-4,40,2341,70,38,-15,34,28,13,-17,-11,25,-19,-19,-15,13,-18,39,18,-2,-7,-10,-19,-17
68,23,2,6,-7,26,-6,112,-6,56,-17,-2,2,-19,-10,-8,-20,-15,125,-6,11,-10,-12,111,-5,182,-7,25,4,62,-13,-20,-4,-16,11,111,116,-2,-14,-11
97,-16,10,-18,-1,19,-18,3,10,-17,-2,33,6,-1,-12,-14,24,2343,52,16,-18,-14,84,59,12,11,-11,2,-17,140,12,-4,29,7,394,90,-18,-18,-10,-8
12,-17,-8,-13,82,52,-20,62,-16,-20,-19,44,203,-20,-13,2,31,-20,-3,117,15,-18,14,63,-6,-19,-17,11,193,431,4,-16,8,197,1,-14,51,-10,2341,-18
203,-8,8,-10,-17,32,-16,79,-20,-12,-8,5,6,94,99,20,27,-3,15,-17,26,-20,-19,43,-18,-18,-11,-10,-5,-3,12,-9,-20,325,63,2,22,160,-18,2
145,-7,58,5,45,-19,0,0,-2,3,-16,8,167,53,-5,2,-19,44,-10,10,-3,-12,-10,33,-12,-13,-3,31,74,23,8,-10,-19,-14,8,-18,22,-20,14,171
-6,-6,-20,13,0,51,-15,111,8,155,170,181,-19,-10,63,-20,-2,11,16,248,-12,-3,41,28,109,-13,-10,27,29,13,-5,-10,27,6,38,0,-7,-20,21,60
10,-19,-20,39,-7,-16,-7,-2,-4,24,1,107,-4,-6,27,117,-5,-18,-8,44,-18,69,88,4,16,-17,41,14,-19,-15,-19,-10,24,-19,62,1,-20,12,-19,31
38,30,35,-20,35,-10,-12,77,4,-12,45,87,-1,346,-15,17,-19,-14,17,277,31,3,62,-13,33,2344,-6,1,2354,88,15,248,-18,110,56,28,-16,32,133,109
202,-20,-9,-8,10,9,-13,-9,-19,-17,12,194,-4,11,-9,-6,35,-3,-14,7,-16,-11,59,26,10,13,-12,0,2341,-14,33,-17,97,-14,74,10,-14,31,-13,7
-1,-17,-20,-8,-11,-3,-12,-9,1,25,-3,-16,6,19,-10,58,27,-4,85,59,-14,112,26,13,47,38,98,47,21,-15,-17,30,0,403,11,28,14,-5,37,-20
-15,31,17,12,-17,45,-18,110,-16,10,15,-7,-11,21,-9,23,-2,-5,-9,10,163,118,64,47,14,-13,-20,35,-19,-20,2340,-15,-14,-11,20,41,-4,-14,23,28
49,-19,0,-18,-17,400,-20,-10,-7,-2,9,17,8,4,-16,-2,3,-6,-5,-14,-13,-10,-6,35,16,-19,25,-2,-15,-18,-19,-4,-5,-19,31,-17,75,13,-6,139
-19,-15,86,-19,71,30,296,-5,141,-15,11,42,-10,-1,-13,2,24,-18,7,-6,-11,2343,131,26,12,14,-13,14,29,-16,-20,13,6,10,-9,-16,-19,2,441,-7
74,-13,-20,3,115,19,-17,149,-18,-19,18,180,4,-11,-4,50,71,13,2343,-2,-19,-14,-15,-6,-11,-7,-20,24,39,-15,-17,-3,-14,13,-19,63,-13,-17,-18,-19
2348,-19,-12,11,12,1,21,35,-18,28,-15,79,41,13,-13,15,-19,-6,90,-6,-15,24,48,66,22,-8,-16,5,-14,-13,-3,-19,28,-12,70,74,-11,5,94,203
24,-20,46,-15,42,47,205,10,-19,-1,316,62,-16,42,-8,89,39,21,-6,8,-13,-16,-19,18,37,0,-15,14,47,46,-5,-20,-18,-13,-16,-19,-14,-6,353,9
3,34,-4,-15,33,9,19,108,-7,4,54,15,20,-18,-12,-3,61,-16,163,-10,6,-16,-6,-18,-9,2342,-11,75,14,-5,23,17,-17,150,9,21,-2,-19,-15,-17
1,9,15,60,-17,103,-8,96,77,127,72,-7,49,2341,-8,61,78,-15,-6,25,-17,-19,-15,19,-12,44,-16,-17,-19,-20,15,-11,-11,-16,40,-18,-18,5,123,23
16,55,37,8,11,35,16,91,-3,5,135,-16,63,3,15,20,168,-10,-5,-19,74,5,207,-18,-12,15,-19,2343,37,-2,616,-10,-10,-12,451,10,-10,32,236,6
-18,-11,6,13,-1,-14,-4,-15,-18,-8,60,73,11,-17,-20,33,-16,9,25,206,44,-16,-19,-6,-6,30,-13,-7,26,-9,75,10,-3,22,4,78,-11,110,-8,9
15,218,32,15,-19,26,10,15,73,64,16,35,-13,51,-6,-18,-13,-20,-16,1,-13,-19,-12,129,-12,2341,30,12,5,-5,32,1289,-8,-14,-16,-11,50,-20,30,18
49,-15,3,-6,-15,-11,-20,48,40,-2,366,61,8,6,3,127,2345,57,-7,-10,-20,-13,121,29,13,-14,41,-13,-13,0,-7,-14,-20,1,-5,8,-15,40,63,-17
3,-20,19,-20,-19,7,12,-14,-10,13,556,89,-14,-5,14,479,-9,72,-14,-15,-16,10,171,-19,-20,58,7,8,-20,-18,56,119,264,-14,16,3,22,-19,-19,-3
-9,-15,56,-15,-7,-16,-10,-12,-17,26,-8,10,-13,0,5,2,451,6,-6,12,65,-12,105,-14,0,-11,19,1,311,6,131,23,11,-7,-8,73,-17,-17,186,-17
3,12,29,22,-16,-10,-16,-13,32,-18,346,68,-13,6,-1,43,-3,102,-14,0,-15,-8,71,20,103,5,22,-9,2345,-8,66,-18,13,697,22,-11,-19,-18,-10,-17
43,2,5,-11,75,-14,10,3,18,-20,115,112,0,2342,-20,5,-4,-17,23,86,93,117,45,-18,457,110,-11,42,-13,2,105,62,-12,-19,362,-6,-20,-14,-10,-14
7,11,188,13,-18,4,258,-15,68,-15,200,-20,7,-20,-13,20,-7,-1,28,13,-3,-18,-16,-6,-10,1,-19,-15,-11,49,108,-19,7,281,353,-14,-12,-7,55,-8
64,-12,56,8,70,13,-19,-20,-9,-20,-11,-10,-8,-16,-18,30,-20,46,-20,-2,-16,49,-20,1,-19,208,-18,61,-11,45,70,153,75,-13,-20,0,-2,-20,44,-18
26,83,7,-17,17,-3,-16,-20,84,-11,7,-17,-13,74,40,70,64,-7,-7,23,41,65,-3,-18,-12,-10,-16,-1,-2,3,49,32,-13,-17,24,-6,117,-20,172,6
-20,4,-18,6,117,43,-17,23,-17,45,17,-12,-14,41,-9,4,3,-8,-16,334,39,-1,-8,-19,-7,-5,-20,62,-11,-15,143,94,24,-5,-11,10,136,17,150,7
127,109,-7,6,-15,14,-7,2,18,-20,-6,25,14,-19,-3,27,3,24,-12,18,48,4,-6,-14,-2,160,140,59,-10,-15,98,9,3,-19,135,-13,5,-11,-8,-10
31,-7,-6,-18,-19,26,-8,-15,34,-16,63,30,-13,-4,-12,32,2340,63,-2,-17,0,24,13,-7,74,4,115,2341,-20,-20,133,36,-5,-12,42,-13,34,19,74,51
8,-16,-19,-1,66,29,-11,81,40,-18,42,-16,14,76,-20,9,3,27,26,52,20,38,-2,33,-6,77,-16,123,-20,-20,64,62,58,63,-20,-9,29,-20,94,257
6,-15,-17,-15,-18,177,-18,-10,-11,41,10,-17,-11,18,-9,47,-19,125,-4,-9,75,67,115,-16,105,-18,-12,2345,-19,-12,228,74,97,-9,451,-12,-7,163,9,-11
-10,-12,-12,-17,107,-1,60,-9,-15,3,3,-13,-13,35,-15,11,-9,32,4,-8,-6,-20,0,32,-8,14,-2,-18,154,-8,68,65,9,-5,4,-6,-12,10,67,-12
46,20,-20,-10,-11,-4,7,-8,-4,-13,-14,139,-11,-19,-12,20,2355,41,-1,27,-15,6,-10,-2,-17,-16,71,2356,-20,-3,44,-19,-19,-10,-16,110,-20,-1,31,152
28,-11,-12,-5,-6,19,-14,-13,48,-18,67,50,-13,-4,22,67,-7,30,-14,28,14,4,1,-17,-3,2344,-16,-3,-20,135,53,-1,-18,18,-5,-14,82,77,-10,-8
76,31,0,-19,13,1,-11,-20,-16,-6,47,-8,-15,-10,-7,95,7,28,-7,111,-11,-15,-20,-14,-3,55,-11,2345,-7,-5,108,60,-7,101,16,24,1,-8,17,46
144,28,-18,-17,-11,21,14,-15,16,181,20,14,73,4,-10,151,353,21,83,95,10,-9,-14,-17,15,8,29,-11,87,-5,125,43,45,152,-8,5,-4,25,43,-20
28,-20,-19,2343,-11,-3,231,-18,4,-3,62,128,78,-15,-16,190,-15,21,-10,-8,6,93,-9,-2,8,110,-6,-10,20,-15,19,28,5,45,22,-2,-10,-12,-2,-15
132,-14,-19,-17,45,79,4,-9,43,45,260,20,-12,99,39,183,-15,19,23,-2,11,51,-16,-5,3,-19,-7,-4,28,-14,-13,9,22,-8,362,-20,-13,-10,90,64
12,-12,10,-15,-14,-20,143,-17,15,77,4,24,-9,41,-1,10,7,159,72,468,-16,-2,-19,5,7,11,-13,47,-11,686,10,-14,40,187,353,-10,-15,69,10,-14
0,-10,-19,-11,4,-16,8,0,-13,-16,-5,2353,-8,-8,-10,59,-11,55,-20,149,9,33,51,-9,-2,-11,-17,80,-1,-3,-20,-19,12,-18,61,0,-20,-8,468,39
2342,73,-15,73,-19,-11,165,-10,-18,-4,12,-12,-1,80,7,17,-15,25,3,17,2,-3,77,1,-10,16,-8,240,-12,-5,76,68,-19,100,18,122,40,13,-19,-3
21,-18,-18,-19,-5,236,-8,-20,33,-20,-18,25,-2,-17,33,23,16,9,-7,0,13,-7,16,-9,-6,22,-14,198,-4,44,-16,13,2342,181,-9,65,-19,-18,-16,4
35,-1,-5,5,57,-1,233,50,18,-10,61,-5,23,-1,-18,47,-20,18,-10,8,83,-11,-7,-4,-16,-20,-13,-20,-17,19,-16,94,-11,5,4,-18,-19,-1,-18,9
166,10,-7,14,31,-13,-19,-11,-19,50,51,2,4,-13,2,146,-8,93,-18,371,-11,60,-13,-11,-1,-10,-4,-14,-17,11,-14,84,-14,-18,0,21,2,-10,3,68
17,-16,49,17,-15,2341,-17,-11,-19,59,-3,-3,19,10,-13,161,-12,-2,-20,-9,-4,-16,-19,457,-8,2359,-10,2340,129,27,9,34,159,-1,5,-17,-20,44,-17,-7
-7,-20,22,12,-15,23,-19,14,-17,-1,-7,96,-18,-9,49,3,-7,-2,-16,-19,-20,2350,-1,-20,-17,2,-20,-14,-11,1,-19,34,-19,4,28,34,-16,-3,25,170
-3,28,-13,67,-17,82,5,7,-7,7,-4,3,46,24,197,491,273,-16,-16,-6,-17,3,-2,39,-13,22,29,-20,2353,-18,-18,-19,-11,-3,-16,27,4,82,-14,6
125,-18,-14,60,-10,-8,-20,-18,-10,-2,10,1,58,-12,-18,63,288,15,20,-17,-20,-18,-11,3,-10,36,-15,-4,-15,35,85,-13,108,-17,32,77,-7,-12,1,-17
-9,-7,2340,-11,-18,-1,37,-15,-1,2342,228,-12,-16,67,-2,184,-4,3,-16,37,38,24,2,-10,5,-16,-6,-15,-19,-13,-13,9,-14,-4,11,-12,-17,-12,-18,-12
16,14,57,33,-11,10,-17,-19,43,-10,79,-6,-13,-10,17,38,-20,32,-3,15,-19,18,56,4,83,16,-6,13,-19,82,20,-19,107,241,3,3,15,93,-17,210
36,-16,68,-14,8,-20,60,-14,154,-17,2,-10,-16,-20,-13,65,0,3,0,59,39,18,-12,-10,-5,5,-20,-16,29,7,7,-19,-19,12,2342,-15,-13,-13,89,6
-1,0,-19,12,16,106,-13,-1,29,-2,21,-3,14,-1,-7,186,23,-6,10,-12,202,-15,8,-13,-17,-17,0,-16,13,34,-12,40,-19,-19,-12,-18,-14,-5,-13,177
13,-18,2,-6,26,8,1,-9,25,15,15,-18,66,2347,-16,40,-17,40,28,14,45,68,2342,-16,1,24,-20,-19,-9,20,2345,32,-18,-6,-5,13,-8,29,36,29
-15,-13,-9,14,-18,8,-8,-20,-15,77,125,-18,-20,-2,0,-5,-4,12,23,-19,-9,27,1,104,9,-18,-14,-16,-13,123,17,-9,22,-13,36,-15,-6,-14,2341,-9
102,62,-17,-18,-8,8,41,-3,43,-12,-18,31,73,-15,26,-3,7,-13,-4,93,304,69,14,15,-15,-13,-20,-12,-20,-18,47,7,103,-12,-11,-3,179,-8,138,-5
-6,-10,-13,0,7,13,-11,-18,29,-10,73,9,118,3,2,107,-13,15,-19,-20,34,16,-19,62,-17,25,-4,63,3,-18,16,159,-13,-11,-14,-20,14,50,-11,-17
5,-20,-20,-19,24,-1,-8,-15,475,-8,22,-4,2345,4,64,99,110,41,-19,-20,49,-16,36,-7,11,14,-2,-8,-1,25,-2,146,-3,-14,-12,35,20,-9,-8,2
-4,-14,55,-20,-8,-9,2340,1,6,60,52,-1,-4,-15,-14,203,-9,44,-5,3,148,33,-1,-4,-11,-4,-18,-14,33,-12,-18,5,-6,7,-4,33,12,31,7,63
19,39,28,-8,2351,-19,-18,-20,21,111,93,15,-19,-20,25,241,-20,8,-16,248,-6,19,-8,-17,-18,29,-11,-1,-12,-5,16,-16,-5,-20,5,-18,-16,-8,-12,-2
14,2,-13,-16,-12,-11,-1,-16,1150,105,205,7,-18,-13,90,113,-5,61,-4,48,-20,-16,-17,-7,382,-12,-16,-19,-10,171,113,6,-3,-12,-7,2,48,-20,60,385
11,-11,-12,-18,-13,-18,-8,-13,2,-16,26,6,267,12,70,-18,71,29,93,21,-15,6,-19,7,9,68,4,-17,0,-4,54,103,35,-10,-1,91,79,-11,-12,-17
-16,-18,107,-20,-19,-20,-17,-2,34,18,-6,-13,-20,-15,-4,65,58,3,-10,-7,12,0,-4,91,-13,-10,-14,2347,347,7,-7,-13,-17,-17,-6,-20,14,24,5,-17
-12,-13,27,-15,-6,-11,131,49,-11,128,52,-20,27,-13,-5,76,33,-2,-16,-9,-6,12,-2,-15,-4,38,-14,-11,338,-13,2,27,6,-12,10,-13,-19,45,64,-16
63,-9,12,-7,-5,-11,1,-10,43,-15,34,-7,84,3,-2,-17,-20,-17,-12,75,1,12,208,19,-20,2345,33,-4,-15,34,11,-12,-11,-18,36,-13,1,-18,29,22
-10,-18,-13,-20,37,38,48,-18,-6,28,35,21,-7,90,16,162,20,49,2355,-4,22,-2,23,-3,-9,1,-16,-10,24,7,7,14,-11,-19,-19,-15,319,-5,10,2342
-15,3,12,-7,-11,1,89,-10,98,-6,3,7,-19,-19,-10,123,71,9,131,56,-19,-9,-12,45,15,5,-15,-3,-15,39,-1,-5,-12,14,-4,-11,8,-14,18,13
-3,13,-4,76,-15,-15,-16,-17,139,-2,9,416,0,-19,54,167,56,44,-16,-4,-4,14,62,-4,-8,-1,-20,-14,-11,-17,-20,170,-11,49,-11,122,4,122,-18,-10
29,-11,-15,27,49,-20,-19,-3,65,-13,112,-17,19,285,18,168,-13,-4,-6,-5,27,-15,36,-13,2,-6,-1,10,-20,-7,160,-18,-17,11,-18,68,31,68,158,-19
-17,67,41,-12,-15,10,-20,27,-2,-17,110,58,32,-5,14,129,19,16,-3,-8,-13,165,26,15,2352,58,-10,-18,-12,2,11,-20,-12,-2,2342,4,-18,19,54,19
-13,-10,-19,-20,58,-12,-13,-6,141,242,-16,60,-11,-14,28,36,28,-6,28,-12,18,138,-15,-17,-16,-4,-15,22,-8,-1,11,46,-20,57,43,9,-6,-5,21,-13
8,346,-13,-13,66,-6,-15,-15,123,-19,-7,31,6,-7,18,203,64,-12,-2,-1,-18,10,-17,61,123,56,-16,-15,23,23,8,-9,35,35,6,-7,11,87,-17,-17
59,28,-17,1,-11,-7,-14,-18,399,62,-11,-16,-17,1,12,54,7,10,19,-20,-2,56,43,14,37,-18,-15,16,51,-13,39,24,-4,-12,41,21,-8,4,132,6
